SKU,1er trimestre  ( 2015 ) - Cantidad,2º trimestre  ( 2015 ) - Cantidad,3er trimestre  ( 2015 ) - Cantidad,4º trimestre  ( 2015 ) - Cantidad,1er trimestre  ( 2016 ) - Cantidad,2º trimestre  ( 2016 ) - Cantidad,3er trimestre  ( 2016 ) - Cantidad,4º trimestre  ( 2016 ) - Cantidad,1er trimestre  ( 2017 ) - Cantidad,2º trimestre  ( 2017 ) - Cantidad,3er trimestre  ( 2017 ) - Cantidad,4º trimestre  ( 2017 ) - Cantidad,1er trimestre  ( 2018 ) - Cantidad,2º trimestre  ( 2018 ) - Cantidad,3er trimestre  ( 2018 ) - Cantidad,4º trimestre  ( 2018 ) - Cantidad,1er trimestre  ( 2019 ) - Cantidad,2º trimestre  ( 2019 ) - Cantidad,3er trimestre  ( 2019 ) - Cantidad,4º trimestre  ( 2019 ) - Cantidad,1er trimestre  ( 2020 ) - Cantidad,2º trimestre  ( 2020 ) - Cantidad,3er trimestre  ( 2020 ) - Cantidad,4º trimestre  ( 2020 ) - Cantidad,1er trimestre  ( 2021 ) - Cantidad,2º trimestre  ( 2021 ) - Cantidad,3er trimestre  ( 2021 ) - Cantidad,4º trimestre  ( 2021 ) - Cantidad,1er trimestre  ( 2022 ) - Cantidad,2º trimestre  ( 2022 ) - Cantidad,3er trimestre  ( 2022 ) - Cantidad
0060327,461,103,112,415,184,93,336,372,221,671,2,861,138,,110,834,59,1,610,282,766,385,"1,349",307,14,330,"2,190",445,419,"1,142","1,001"
0060332,,"2,000",,500,252,710,"1,068",686,"1,313",775,"1,188","1,026",974,1,"2,048",52,572,266,"2,103",44,196,67,846,776,"1,070",699,325,210,568,162,565
0060333,260,364,595,413,405,82,499,195,427,120,539,360,438,345,53,424,512,2,136,280,410,54,519,277,723,554,319,215,329,233,582
0060334,15,21,114,3,147,178,379,98,399,168,7,279,224,,78,243,291,61,80,263,132,62,138,79,125,157,61,56,15,200,497
0060335,110,3,372,110,231,114,59,2,165,227,110,294,100,162,125,35,250,107,71,85,263,50,130,181,150,164,50,132,122,339,483
0060338,44,87,37,13,12,14,49,74,88,48,91,95,124,76,28,23,17,,6,32,73,105,99,42,34,118,50,130,72,80,167
0060340,4,,100,2,300,35,157,42,42,22,62,70,120,120,84,16,36,33,6,39,22,10,9,72,52,61,0,25,20,29,130
0060345,53,139,128,142,55,34,105,15,20,,,,50,202,40,22,48,67,17,35,84,22,109,40,34,105,18,35,22,78,152
0060350,289,499,67,234,213,68,148,340,58,133,246,303,280,14,197,102,154,69,96,275,265,120,76,181,226,41,102,201,418,36,8
0060352,296,583,40,206,751,38,139,733,68,138,739,802,177,424,436,146,444,255,270,200,359,411,706,72,8,52,345,828,570,9,6
0060353,309,"1,016",912,110,"1,275",385,801,384,495,941,348,317,727,498,"1,053",316,371,267,602,225,,630,781,256,331,163,570,299,790,452,241
0060354,,,,,,,,,,,,,,,,,,,,,,200,492,102,167,49,133,371,337,134,14
0060355,673,526,776,404,"1,010",337,879,79,319,826,143,268,712,187,459,58,466,256,172,234,188,570,"1,069",170,5,135,272,205,994,664,32
0060358,,256,82,272,385,,609,,120,"1,205",19,626,204,336,814,595,274,127,153,589,,503,684,404,302,127,377,302,498,253,556
0060360,49,321,46,18,155,45,134,136,10,127,104,121,62,289,243,101,159,16,57,25,217,18,222,256,7,24,98,159,102,134,230
0060361,56,40,156,143,48,35,34,87,43,31,219,31,67,8,20,68,7,4,57,77,267,1,35,66,,8,32,86,72,73,33
0060362,314,111,474,169,603,249,187,310,447,708,353,325,670,6,467,231,438,364,737,216,145,292,261,365,426,370,255,202,315,179,226
0060364,734,358,372,212,331,407,330,387,299,248,606,461,679,,467,436,576,21,598,175,199,"1,009",368,362,259,124,473,477,452,337,389
0060367,4,16,510,411,247,212,172,361,295,181,198,317,181,3,580,12,7,,602,30,44,6,405,232,103,325,101,184,282,297,410
0060368,295,196,143,112,218,190,242,378,536,183,1,508,87,7,600,,,,"1,000",,43,41,39,540,296,408,68,345,281,251,91
0060369,52,92,29,40,45,73,39,109,15,47,27,11,6,1,19,35,22,109,54,6,36,38,92,81,95,11,68,59,47,9,4
0060391,1,,3,6,,1,1,20,4,7,19,17,2,6,16,8,14,,,6,16,11,14,23,11,2,15,1,3,3,1
0060392,28,37,4,8,23,59,36,12,24,11,33,32,28,55,2,39,29,17,6,32,45,16,33,29,24,23,53,18,27,32,72
0060420,8,63,36,15,45,30,25,2,80,6,14,27,18,7,14,18,4,44,17,14,40,3,43,25,30,82,4,,43,57,80
0060430,30,19,36,11,46,19,30,29,38,42,3,65,37,5,10,8,10,20,6,11,32,16,29,24,55,7,54,1,14,10,19
0060450,1,2,,2,,,,,,,38,,12,3,2,4,3,14,2,11,,,4,3,1,5,56,2,3,5,8
0060452,,3,9,2,,,,,,1,13,45,11,2,2,20,,13,13,27,1,,37,11,28,21,6,8,,7,53
0061000,,,,,,,,,,,,,,,,,,,,,,,,,,28,3,16,9,3,20
0061005,,,,,,,,,,,,,,,,,,,,,,,,,,12,15,11,7,,5
0061010,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,9,5,3,8
0061050,,,,,,,,,,,,,,,,,,,,,,,,,,1,17,14,43,20,3
0061055,,,,,,,,,,,,,,,,,,,,,,,,,,14,26,41,53,16,
0061060,,,,,,,,,,,,,,,,,,,,,,,,,,13,29,12,11,26,35
0940714,6,3,26,9,,10,8,6,,13,,11,312,106,410,,570,0,1,,0,2,4,7,12,24,314,16,630,10,11
1221000,75,68,171,206,162,295,152,70,78,3,106,223,64,51,157,23,56,86,151,2,125,201,37,160,68,102,38,166,77,31,215
1221001,320,285,142,337,333,470,484,404,303,137,159,422,74,202,226,40,151,680,588,78,156,243,285,408,645,752,178,662,438,660,416
1221002,441,307,139,139,198,187,266,233,410,201,201,335,159,212,441,304,216,810,628,99,686,402,246,225,344,679,349,456,539,79,234
1221003,174,124,142,168,46,150,123,92,75,50,181,105,193,710,416,51,39,109,56,66,153,136,468,214,186,954,512,978,201,905,49
1221004,18,41,67,19,20,34,80,31,147,100,162,141,170,184,36,26,19,65,235,8,36,237,35,41,376,275,7,51,45,32,145
1221005,697,248,79,355,153,151,214,52,179,120,176,321,115,265,311,157,143,214,184,189,122,182,293,127,151,312,320,251,108,364,110
1221006,"1,002",335,572,391,252,415,635,608,961,268,574,445,295,268,597,188,214,608,420,364,396,516,199,436,510,"1,160",588,785,536,"1,240",410
1221012,407,224,273,230,195,164,100,76,155,167,276,175,158,122,252,68,228,203,128,301,166,382,497,77,281,365,273,498,144,422,24
1221016,"1,351",258,305,738,130,186,474,243,629,119,844,730,891,638,548,324,869,742,711,626,454,350,878,505,596,"1,101",473,942,592,"1,081",651
1221030,414,461,403,372,405,145,440,232,85,264,308,415,217,254,402,139,186,340,422,299,329,159,91,239,446,381,105,133,298,264,404
1221035,127,64,123,161,42,46,163,26,183,48,57,26,63,13,34,16,54,25,49,41,96,65,66,20,43,104,10,29,6,22,2
1221040,37,20,88,54,188,52,250,68,232,110,86,75,32,56,97,42,43,38,80,88,82,19,81,43,34,33,40,59,171,34,39
1221041,,,,,,,,,,,29,2,24,2,22,15,43,10,18,23,37,24,20,15,19,42,50,32,6,,28
1221048,89,259,221,110,246,230,151,142,194,100,277,170,327,239,161,337,286,392,153,210,163,153,171,169,275,415,550,437,426,563,429
1221050,1,169,17,296,61,145,103,105,6,36,29,20,65,79,18,5,54,155,6,957,"1,206",390,455,58,132,42,72,7,5,,104
1221051,60,19,37,45,103,116,202,29,100,20,41,54,155,51,140,131,45,98,123,124,100,,80,101,170,76,153,65,79,197,57
1221052,212,133,108,4,111,355,198,206,60,165,145,65,22,256,67,17,28,195,86,58,93,208,124,170,333,131,31,82,168,130,33
1221053,216,748,208,389,385,333,494,207,303,331,453,749,332,901,423,349,433,699,507,423,420,562,"1,057",841,146,"1,254",440,340,686,674,352
1221054,190,486,170,23,85,164,319,539,192,72,65,193,155,98,95,174,122,310,292,163,80,329,219,360,257,680,14,151,178,5,120
1221055,10,95,14,19,1,65,28,4,21,78,13,10,2,2,65,50,1,45,82,90,16,46,81,130,187,224,142,431,75,113,3
1221056,,150,2,13,44,120,34,19,46,207,165,67,83,216,250,142,166,309,110,55,,126,127,117,226,219,180,30,13,275,46
1530220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,92
1530221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,100
1530222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,380
1530224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21
1750918,,,,,,,,,,,,,,,,,,,,,,,,6,,1,,6,10,4,
1750920,,,,,,,,,,,,,,,,,,,104,92,110,29,58,95,50,74,150,154,32,109,73
1750921,,,,,,,,,,,,,,,,,,,136,192,212,74,143,111,185,175,117,273,90,236,126
