SKU,MMX_Q1,MMX_Q2,MMX_Q3,MMX_Q4,MMXVI_Q1,MMXVI_Q2,MMXVI_Q3,MMXVI_Q4,MMXVII_Q1,MMXVII_Q2,MMXVII_Q3,MMXVII_Q4,MMXVIII_Q1,MMXVIII_Q2,MMXVIII_Q3,MMXVIII_Q4,MMXIX_Q1,MMXIX_Q2,MMXIX_Q3,MMXIX_Q4,MMXX_Q1,MMXX_Q2,MMXX_Q3,MMXX_Q4,MMXXI_Q1,MMXXI_Q2,MMXXI_Q3,MMXXI_Q4,MMXXII_Q1,MMXXII_Q2,MMXXII_Q3
1530822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.32,78.48,0,0,105.68,236.32,0,124.78,237.78,126.24,26.92,53.84,134.6,95.72,122.63,27.96,136.71
1758727,0,272.54,0,0,0,0,0,0,123.88,148.66,0,0,148.66,0,0,0,0,152.68,152.68,127.23,0,127.23,152.68,0,0,0,152.68,0,0,0,0
651539,120.54,83.04,24.11,192.86,25.71,0,70.72,26.52,119.33,0,0,0,113.71,45.67,232.5,0,0,16,25.15,25.15,25.15,0,383.95,2.84,25.6,0,0,0,0,0,0
651527,123.9,178.15,51,88.79,82.11,25.04,88.79,27.32,25.04,0,36.43,63.75,27.32,105.62,27.32,65.27,48.21,115.18,151.96,77.53,96.75,41.96,10.04,0,0,0,0,0,0,0,0
1390911,0,0,0,0,0,0,0,0,0,0,0,0,207.83,70.71,60.89,21.87,72.44,69.75,142.82,129.56,104.49,31.34,0,41.79,69.65,12.54,62.68,208.93,164.37,12.54,73.13
1170257,0,0,0,83.26,162.36,0,0,166.52,83.26,0,0,83.26,83.26,0,0,0,162.36,0,241.46,162.36,79.1,0,0,83.26,83.26,0,83.26,0,0,0,0
190645,83.54,33.41,227.2,72.41,116.94,102.63,212.04,267.85,44.64,0,0,0,0,89.29,89.29,0,0,83.76,0,0,55.8,0,0,66.96,11.16,0,0,0,0,0,0
41102,84.89,87.73,77.75,74.18,77.4,57.05,15.28,105.68,33.08,35.75,149.74,118.91,23.99,28.32,57.21,17.13,18.88,79.15,38.4,55.34,54.9,55.73,36.24,21.34,17.33,77.72,6.33,16.8,18.41,7.05,8.88
380271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526.78,526.78,500.44
1781000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1554,0,0,0,0,0,0,0,0,0
1759340,0,0,0,1091.52,0,0,0,0,0,0,0,0,0,0,0,0,410.72,51.34,0,0,0,0,0,0,0,0,0,0,0,0,0
11589,226.29,90.16,90.16,0,240.43,191.53,152.04,0,98.99,0,281.69,0,0,88.39,0,47.14,45.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060605,0,0,495.54,365.05,257.72,63.61,247.77,94.18,0,16.52,0,0,0,0,0,10.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28910,210.37,0,40.99,46.45,39.34,38.25,76.5,76.5,87.43,46.45,80.36,40.18,131.26,91.07,125.9,125.9,46.29,122.55,0,0,0,43.57,40.85,0,40.85,0,0,0,0,0,0
10494,159.05,4.02,40.18,30.13,20.09,0,8.08,59.73,74.35,9.06,184.15,40.18,20.09,44.2,48.22,126.7,234.71,4.18,40.5,86.79,35.68,106.07,3.86,19.29,42.43,30.86,20.36,50.14,0,7.71,0
1190217,0,0,0,0,0,0,0,0,0,0,529.01,178.57,357.13,352.22,44.64,0,0,45.54,0,0,0,43.26,0,0,0,0,0,0,0,0,0
1751268,369.64,36.96,0,0,0,61.61,0,101.03,0,0,0,0,160.18,0,73.93,209.46,0,264.38,33.57,0,37.77,0,0,0,0,37.77,0,37.77,0,0,125.89
608114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.84,227.27,0,32.14,490.99,522.46,151.08
631010,40.66,264.28,203.3,223.63,81.32,58.28,162.64,142.31,60.99,60.99,0,60.99,81.32,0,0,40.66,0,0,0,0,20.33,0,0,40.66,0,6.83,0,0,0,0,0
763362,126.57,118.14,0,0,219.39,0,45.54,0,0,45.54,91.08,136.62,45.54,0,45.54,0,0,46.88,140.62,46.87,140.71,0,0,46.88,0,159.38,0,0,46.88,0,46.88
781450,0,0,409.82,0,0,409.82,0,341.52,0,0,0,387.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217215,148.98,855.43,237.36,28.68,46.93,0,27.61,0,0,108.52,0,0,86.04,0,0,0,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0
550220,0,0,0,0,0,18.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529.49,0,0,0,0,0,0,0
931504,0,0,0,0,93.75,8.17,2.68,58.94,32.15,26.79,1.34,38.84,29.46,0,58.93,78.75,88.39,78.58,19.64,68.75,0,19.64,304.45,19.65,314.29,47.14,0,157.14,0,0,0
783320,0,0,0,0,241.08,0,0,0,100.45,0,0,0,0,0,0,120.54,0,135.39,121.74,0,0,131.48,0,0,0,0,417.68,278.45,0,0,0
151240,1030.98,515.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900781,9.24,110.89,144.79,92.41,18.48,0,120.13,129.37,18.48,98.57,0,36.96,0,108.84,0,92.41,46.21,0,0,52.01,36.96,9.24,9.24,18.48,73.94,101.65,0,170.84,0,46.79,0
190691,0,107.41,0,0,0,146.43,73.21,7.32,0,180.34,0,35.71,35.71,35.71,35.71,0,0,0,741.14,146.88,0,0,0,0,0,0,0,0,0,0,0
1170038,1543.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1759471,0,0,0,0,0,0,0,0,546.56,0,0,0,0,184.55,0,0,0,0,0,0,177.46,0,212.95,180.81,0,0,0,241.06,0,0,0
900291,77.28,0,0,146.46,48.82,0,0,0,42.31,146.47,48.82,0,130.18,40.18,92.21,97.65,0,46.11,0,48.82,0,0,97.64,94.93,0,195.29,0,0,189.73,0,0
980511,446.43,0,0,0,0,0,401.79,0,0,0,0,0,401.79,0,0,0,0,0,0,0,0,0,0,282.15,0,0,0,10.71,0,0,0
1759327,0,0,0,0,0,514.29,0,0,0,0,0,0,0,0,0,428.57,0,0,0,0,0,0,0,0,0,0,0,171.43,0,0,428.58
783485,0,0,0,0,0,0,0,92.41,0,92.41,0,92.41,0,0,77.01,184.82,0,79.02,0,0,0,105.47,0,271.36,0,0,108.48,198.88,0,237.86,0
980443,0,0,0,0,0,0,0,0,0,771.43,0,0,0,0,0,0,0,0,0,4.29,0,0,0,93.75,0,294.84,0,0,106.87,267.19,0
1755416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337.51,0,0,154.28,0,0,154.29,48.21,161.92,106.87,110.49,0,100.45,64.29,192.87,107.14,0
80261,0,0,0,0,0,0,247.89,0,257.79,594.91,0,186.84,0,0,0,0,247.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788.84,83.04,538.39,0,0,0,0,0,0,0,124.55,0,0
1530548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.53,0,0,0,428.02,0,671.68,316.08
860440,0,0,351.59,186.51,0,70.31,58.6,0,0,0,67.5,112.5,67.5,0,0,0,135,69.11,69.11,69.11,0,138.21,0,-0.01,0,69.11,0,0,69.11,0,0
1245000,358.39,214.29,0,0,9.64,48.21,265.19,19.29,48.21,62.68,104.47,0,48.21,0,0,0,163.57,75.23,29.41,0,19.61,44.15,0,1.79,19.61,0,0,0,0,0,0
1758388,0,0,0,0,0,0,191.25,122.19,0,0,0,165.75,357,0,0,0,0,0,0,195.27,195.27,195.27,0,0,21.7,0,0,65.09,21.7,0,0
572600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763.39,0,0,0,763.4,0,0,0,0,0,0,0
200606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.18,441.96,919.65,41.79,0,83.04
1290225,46.65,230.8,839.73,51.56,46.65,46.65,46.65,129.45,88.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243718,0,0,0,0,0,128.43,126,112.5,72,0,0,72,0,216,0,180,0,336,0,0,0,0,0,0,0,283.35,0,0,0,0,0
608160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608.39,363.21,0,92.41,277.23,184.82,0
1390801,2.57,478.27,14.26,35.72,19.72,2.14,25.38,30.5,30.22,7.47,12.48,16.2,101.75,44.09,36.18,28.72,75.68,17.83,48.6,19.1,167.74,40.84,35.46,21.33,43.52,65.11,35.06,0,9.56,32.78,27.32
1190225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987.87,257.15,278.58,0,0,0,0,0
761214,60.27,100.45,70.3,487.63,0,0,80.36,122.78,0,50.22,60.27,0,139.29,200.89,83.75,6.94,0,0,0,52.23,0,0,0,6.96,0,0,0,0,0,0,0
660181,44.6,89.2,89.2,44.6,0,74.34,133.8,44.6,47.81,47.81,47.81,95.63,79.69,0,0,0,142.77,0,0,33.4,0,0,92.86,91.07,0,157.86,0,0,109.28,157.04,-101.79
1176740,0,149.1,74.55,499.6,74.55,0,75.89,0,0,72.1,0,75.89,0,0,0,0,52.91,0,31.75,0,0,0,0,0,0,0,0,0,0,346.43,68.57
580930,0,15.67,15.67,47.01,94.02,15.67,0,94.02,0,0,0,0,0,0,160.72,0,0,0,0,72.14,72.14,9.02,0,121.71,0,90.18,568.13,144.29,0,0,0
1530529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.27,0,36.16,36.16,138.61,295.15,36.16,245.09,30.8,36.96,196.87,341.25,65.62
1551298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.32,1288.05
1070600,309.05,0,0,0,0,0,515.09,114.46,0,0,57.23,0,111.61,0,57.23,0,0,0,115.62,57.82,54.92,0,0,0,0,57.81,0,0,0,62.68,0
1758935,0,53.57,0,13.39,47.32,117.84,33.93,15.18,56.24,3.58,29.46,13.93,45.53,16.07,16.07,69.64,29.46,14.29,121.42,58.92,100.18,112.36,30.44,134.37,35,114.9,37.77,0,36.83,93.75,60.27
21811,19.36,320.11,38.72,40.54,151.4,20.27,56.04,33.38,60.8,0,121.62,0,114.45,141.88,0,90.51,61.48,0,0,0,0,0,0,133.4,24.11,0,0,54.64,27.32,0,0
50177,0,17.62,0,198.13,0,274.72,0,0,0,0,0,0,0,0,0,0,395.86,0,494.79,0,0,0,0,82.46,0,0,0,0,46.43,0,0
1010075,125,56.25,93.44,127.19,43.75,49.69,117.14,90.63,135.32,62.5,86.56,78.44,0,12.5,78.39,80.94,117.91,13.31,31.39,12.68,57.06,12.68,25.36,0,0,0,0,0,0,0.63,0
1755965,0,0,0,0,0,0,164.73,329.46,0,0,0,0,0,316.29,0,0,0,0,0,150,0,192.86,0,0,0,160.71,0,0,0,0,192.86
28930,181.24,96.28,0,239.82,0,0,0,395,0,0,0,0,0,105.8,0,0,0,0,0,0,0,107.81,-107.81,366.56,0,0,122.19,0,0,0,0
1750640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506.7,0,0,0,0
931000,39.2,117.59,0,15.68,33.36,97.15,234.19,1.14,172.77,7.68,63.35,66.85,53.76,19.2,84.47,48.45,0,0,4.6,0,9.2,0,179.33,45.98,96.57,70.09,0,9.2,4.6,27.59,4.6
580200,0,0,0,0,0,0,0,0,0,0,0,0,0,93.3,0,0,0,0,0,1130.36,0,0,0,282.6,0,0,0,0,0,0,0
22070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.35,72.66,0,0,0,166.96,0,0,0,83.48,441.96,0,73.66,166.96,333.92,0,83.48
1530830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.23,70.95,0,354.75,277.63,36.56,36.56,73.12,73.13,0,73.13,170.63,32.5,134.07,65,36.57
1759121,369.11,425.9,0,0,0,0,354.91,0,0,0,0,0,0,0,354.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931517,0,45,1102.5,270,45,0,22.5,7.5,0,0,0,0,0,0,0,0,0,10.28,0,0,0,0,0,0,0,0,0,0,0,0,0
1552060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1501.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.77,148.15,0,59.27,0,217.32,227.19,207.42,177.81,0,207.42,98.77,59.27
450415,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.25,0,437.49,156.25,0,750
571400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.98,0,0,73.66,0,349.09,0,53.02,88.39,296.82,255.35,78.57,83.48
580465,1470.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.23,0,0,0,0,0,0,0
1530220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48,1393.7
580980,0,0,0,0,0,0,100,0,0,186.6,147.32,0,0,19.64,0,0,0,9.92,0,138.75,0,0,0,79.28,0,0,19.82,624.38,39.64,128.84,0
810272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489.31,0,245.54,0,244.66,0,514.28
1170160,327.23,335.62,0,167.81,0,167.81,167.81,0,0,0,0,0,0,0,167.81,0,0,0,0,0,0,0,0,0,0,0,0,159.38,0,0,0
650227,64.29,171.43,64.29,192.87,117.87,64.29,0,0,122.14,61.07,52.93,154.72,122.14,122.14,183.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1759512,14.73,0,0,28.02,104.84,0,0,27.99,50.89,91.61,63.62,0,114.51,76.34,76.34,25.45,0,15.27,76.34,89.06,13.57,0,0,191.52,0,242.68,0,2.5,0,0,187.5
1220254,625.77,158.46,54.65,117.47,0,115.21,213.58,97.92,36.43,9.11,35.07,27.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221250,0,0,0,198.87,73.66,73.66,121.54,220.98,51.56,0,294.64,0,0,0,0,69.99,51.56,74.43,74.42,74.42,51.55,0,0,0,0,7.46,0,0,51.56,0,0
1754917,0,0,0,0,0,0,0,0,0,475.45,0,0,0,0,0,1014.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600860,0,0,0,0,0,274.82,854.81,0,0,1.46,0,0,22.9,0,0,0,0,0,0,0,0,0,83.45,112.5,32.45,64.95,42.2,0,0,0,0
1759389,0,919.29,0,0,0,459.64,0,0,0,0,110.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755231,0,0,0,0,0,0,0,0,0,40.67,36.21,36.21,41.79,0,0,0,0,86.78,77.14,0,38.57,43.39,0,38.57,38.57,0,9.64,272.4,0,621.67,107.14
1754730,0,0,0,182.14,0,227.68,0,241.07,0,0,0,63.62,0,0,0,127.23,70.31,84.37,0,0,70.31,0,140.63,0,0,140.63,0,0,0,140.63,0
1758844,133.93,0,125,31.25,0,0,140.63,18.75,0,0,0,0,281.25,0,0,0,0,0,140.63,0,0,0,140.62,0,140.62,333.93,0,0,0,0,0
1751292,753.35,100.45,0,0,0,167.41,100.45,0,0,0,87.05,0,0,100.44,0,0,0,0,91.43,0,0,0,0,0,0,0,85.72,0,0,0,0
755404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.25,0,0,0,1385.01,0,0,0,0,0,0,0
1360856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769.81,715.27,0
1551304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.72,373.21,0,924.56,0,50.89,0,0,0,0,0,0,0
1758547,0,0,176.79,88.39,0,0,165,9.82,0,39.28,0,0,0,73.66,0,78.57,0,90.8,242.15,0,246.42,0,0,0,0,0,83.71,22.32,0,167.42,0
1758566,0,305.36,139.96,127.23,0,0,0,0,136.97,0,76.34,0,76.34,0,76.34,0,0,0,0,155.9,0,0,0,64.96,0,0,155.89,0,84.37,84.37,0
270095,61.22,365.85,70.36,126.64,21.11,0,0,14.07,0,160.05,33.79,0,92.17,66.84,17.59,0,109.06,0,35.18,0,0,0,0,0,21.11,70.36,48.62,143.2,0,26.52,0
1490402,330.36,0,0,0,0,313.84,299.11,330.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.81,0,0,0,0,0,0,0
50243,55.73,21.82,14.75,167.86,124.11,208.04,251.79,16.79,156.1,71.16,368.75,25.18,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650575,135.53,135.53,110.89,167.57,36.96,0,104.72,133.07,92.4,0,0,0,32.14,146.43,32.14,85.71,0,0,0,0,34.71,0,22.68,36.32,72.64,36.32,30.27,36.32,0,0,0
1490524,0,0,0,0,0,0,0,0,0,0,0,1482.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1754586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.38,0,250,0,0,32.14,723.21,241.07
10004,0,84.37,154.68,84.37,0,168.75,0,84.37,164.06,84.38,0,154.68,84.37,84.37,0,0,0,172.77,0,71.99,0,0,0,0,0,0,0,0,86.38,0,0
200616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.77,418.39,114.11,399.38,439.64,0
511004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.41,775.32,0,535.71,0,0
931508,208.93,80.36,48.21,1.79,28.13,183.04,347.15,570.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,0,0,0,0
150682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1477.68,0,0,0,0,0,0,0,0
608088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284.49,6.91,1012.5,0,43.4,130.19
1530519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.26,173.25,526.98,88.39,188.61,132.59,194.2,0
10449,361.55,150.26,314.24,26.06,100.18,40.98,32.97,40.23,27.32,0,0,0,27.32,6.83,13.66,109.29,27.97,27.96,13.98,16.54,0,6.99,20.98,0,20.97,90.88,0,0,0,0,0
1360520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624.91,610.7,208.93,32.14
1756059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1476.56,0,0,0
1392105,0,0,0,0,0,0,0,0,0,0,0,0,127.86,46.21,0,0,63.29,65.63,25.31,36.16,21.7,0,268.68,201.32,111.18,241.8,115.18,43.4,108.48,0,0
280350,0,12.86,0,0.18,0,0,0,0,0,0,0,0,0,8.04,0,732.91,0,0,0,0,556.87,0,0,0,0,0,165,0,0,0,0
931586,64.28,385.71,360.01,38.57,12.86,0,25.72,425.72,38.57,25.71,0,38.57,0,0,0,51.43,0,5.46,0,0,0,0,0,0,0,0,0,0,0,0,0
1760604,28.57,28.57,0,0,0,454.29,336.59,71.12,95.83,47.01,87.77,84.61,0,68.7,0,24.11,56.97,40.35,47.01,0,0,0,0,0,0,0,0,0,0,0,0
780217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.89,33.57,293.75,20.09,100.45,66.96,642.96,20.7,103.45
1629270,0,0,0,0,0,0,490.27,0,0,490.27,0,0,0,0,0,0,0,0,490.27,0,0,0,0,0,0,0,0,0,0,0,0
200102,0,0,0,0,0,0,0,0,64.29,0,77.14,0,192.86,0,0,77.14,237.05,189.64,0,57.51,0,0,553.13,21.08,0,0,0,0,0,0,0
820320,441.5,0,529.8,0,0,203.57,0,229.02,0,0,0,0,0,0,0,0,0,64.06,0,0,0,0,0,0,0.89,0,0,0,0,0,0
841306,452.17,239.04,110.89,258.74,0,332.67,73.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1759504,120.31,0,36.17,23.44,52.5,23.44,160.64,3.13,114.85,51.57,51.57,0,32.82,23.44,28.12,25,103.13,61.88,60,56.25,60,33.75,0,120.54,120.54,34.15,66.29,0,0,0,0
1755976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381.7,0,381.7,0,381.7,0,0,318.08,0
1759027,127.23,0,61.07,101.79,0,137.41,0,25.45,0,0,0,0,50.9,0,28.5,0,76.34,0,76.34,25.45,30.53,25.45,61.08,80.36,0,144.64,32.14,88.17,0,65.18,225.01
1270040,235.24,0,354.34,0,59.55,0,113.11,0,0,117.14,59.55,0,0,59.55,0,119.1,60.76,44.64,0,0,0,60.76,0,118.48,0,0,60.76,0,0,0,0
1758666,30.36,0,73.12,132.58,268.13,73.13,52.51,18.78,24.37,6.26,24.37,24.37,28.13,48.75,76.56,53.12,25,0,0,49.82,128.55,57.86,28.93,28.93,49.82,57.86,78.75,22.49,0,0,0
390185,307.51,829.15,82.36,77.79,0,0,0,0,0,0,0,0,0,0,0,0,0,82.37,82.37,0,0,0,0,0,0,0,0,0,0,0,0
1755598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.5,112.5,58.93,176.77,0,0,0,0,58.93,235.71,0,0,241.08,120.54,190.85,76.34,76.34
21252,0,0,0,0,0,0,0,753.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706.43
992105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542.62,513.6,249.55,52.23,0,0,0,52.23,49.33,0,0,0,0
980479,0,0,0,658.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441.96,0,186.6,0,0,0,169.65,0
620039,298.57,0,0,597.14,0,298.57,0,0,0,0,0,0,0,0,0,0,0,261.61,0,0,0,0,0,0,0,0,0,0,0,0,0
20617,0,0,0,40.19,0,37.95,113.84,0,0,74.38,37.18,0,107.19,37.19,0,70,0,0,0,107.19,48.58,24.29,24.29,0,0,0,521.24,78.75,66.56,57.2,9.38
830722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1455.36,1500,-1500,0
1755761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662.94,0,0,0,0,0,0,0,0,71.43,151.79,0,66.96,502.23
240217,819.63,628.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13880,0,18.75,97.5,40.53,0,468,-0.01,22.5,16.74,200.89,0,83.71,20.09,16.74,227.68,0,0,0,20.57,0,41.14,0,0,0,33.18,0,20.57,17.14,0,101.71,0
1530542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.7,40.9,40.9,308.59,654.5,197.7,81.8
20008,0,84.56,42.28,126.83,211.39,42.27,0,0,0,22.32,89.28,535.71,200.89,0,0,0,0,0,0,0,22.32,0,0,22.31,44.64,2.23,0,0,0,0,0
1758903,0,146.25,0,0,146.24,143.43,73.12,70.32,73.12,9.38,0,157.5,0,70.31,0,75,150,0,0,46.26,140.62,0,0,0,0,0,0,0,75,70.31,0
200384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361.61,0,0,1084.82
1390908,0,0,0,0,0,0,0,0,0,0,0,0,128.99,43.39,39.46,86.1,80.53,35.18,79.19,123.37,124.96,82.23,36.95,142.05,83.08,52.34,24.93,14.95,148.23,16.97,103.42
1755990,0,0,0,0,425.22,0,0,0,510.27,0,0,0,0,0,0,510.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783975,0,160.71,160.71,0,160.71,156.25,0,0,0,0,0,0,133.93,160.71,0,160.71,0,0,0,0,0,0,0,175.54,0,0,175.54,0,0,0,0
931220,0,0,0,0,415.18,0,0,84.37,30.74,0,367.65,81.42,51.31,66.4,12.08,36.21,29.11,0,7.28,95.33,72.77,0,7.28,0,43.66,0,0,43.66,0,0,0
1755139,0,0,0,0,0,0,0,0,0,0,0,0,0,530.37,0,0,0,0,0,452.02,0,0,0,0,0,462.06,0,0,0,0,0
1176160,83.04,138.4,81.65,80.27,53.98,55.36,27.68,55.36,27.68,27.68,53.97,55.36,27.68,27.68,80.27,0,107.94,55.36,55.36,27.68,55.36,26.29,83.04,0,0,0,22.32,66.96,66.97,0,0
1751204,18.69,0,74.75,0,0,46.71,31.14,0,0,93.43,93.44,0,0,64.79,0,0,31.14,85.18,0,0,85.98,0,60.27,0,0,296.52,195.27,0,0,72.32,192.88
241540,319.7,157.52,101.34,285.74,200.78,105.35,152.87,108.86,0,6.29,1.14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.1,69.1,34.55,72.58,144.58,73.66,0,149.48,143.24,62.29,80.36,167.95,288.66,85.18
940650,83.53,41.77,0,88.17,0,0,0,41.77,41.77,9.28,125.31,0,0,0,0,0,48.22,24.11,72.32,216.97,48.21,71.12,168.75,72.33,48.22,24.11,0,178.57,35.71,0,0
13876,0,123.93,89.23,29.74,14.87,0,14.88,39.66,29.73,204.91,0,131.9,0,27.62,0,0,67.9,0,129.02,0,8.29,0,0,0,0,212.79,13.58,0,67.93,39.99,190.18
1530547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495.54,171.79,0,0,158.58,107.14,502.23,0
1758088,0,53.57,0,107.14,117.86,0,82.13,7.14,0,64.29,0,53.57,7.14,64.29,64.29,0,58.57,73.21,65.89,0,0,109.82,0,71.43,7.59,0,91.07,68.3,63.62,127.24,76.34
1758763,0,0,0,642.86,71.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571.43,0,0,0,0,0,73.66,0,74.11,0
660100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.62,0,255.13,212.62,0,0,751.22,0,0,0,0
31960,0,150.67,150.67,150.67,276.23,0,0,150.67,301.34,0,0,125.56,125.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.18,19.64,16.85,0,37.32,330,147.32,0,0,26.52,62.63,432.82,172.13,-79.21
1530550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.14,257.15,38.57,295.71,109.37,236.26,196.88,100.65,118.13
1600409,0,0,1428.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1623300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
