Compras,Ventas
8.00,6.00
5.00,3.00
5.00,2.00
2.00,1.00
7.00,4.00
3.00,1.00
9.00,5.00
10.00,5.00
3.00,2.00
8.00,3.00
7.00,3.00
6.00,3.00
7.00,3.00
7.00,4.00
10.00,7.00
16.00,16.00
59.00,48.00
6.00,3.00
2.00,1.00
5.00,2.00
7.00,4.00
4.00,2.00
4.00,2.00
4.00,2.00
3.00,1.00
4.00,2.00
3.00,3.00
3.00,2.00
3.00,2.00
4.00,4.00
6.00,5.00
89.00,61.00
17.00,13.00
10.00,8.00
4.00,3.00
8.00,6.00
2.00,1.00
15.00,6.00
5.00,2.00
2.00,2.00
5.00,3.00
19.00,16.00
4.00,3.00
3.00,1.00
3.00,2.00
5.00,1.00
10.00,7.00
4.00,2.00
9.00,4.00
3.00,2.00
34.00,29.00
2.00,1.00
16.00,14.00
189.00,169.00
91.00,91.00
22.00,16.00
6.00,3.00
6.00,3.00
7.00,2.00
28.00,22.00
4.00,1.00
8.00,6.00
8.00,6.00
4.00,1.00
8.00,7.00
11.00,6.00
18.00,13.00
5.00,2.00
14.00,10.00
3.00,1.00
3.00,1.00
4.00,1.00
8.00,4.00
3.00,2.00
4.00,2.00
2.00,2.00
2.00,1.00
3.00,1.00
35.00,28.00
18.00,14.00
5.00,3.00
8.00,5.00
80.00,80.00
13.00,8.00
3.00,2.00
3.00,1.00
5.00,1.00
14.00,6.00
7.00,3.00
4.00,2.00
1.00,1.00
2.00,2.00
4.00,2.00
11.00,6.00
4.00,2.00
6.00,3.00
8.00,3.00
3.00,1.00
3.00,1.00
3.00,1.00
3.00,1.00
8.00,4.00
22.00,17.00
55.00,31.00
16.00,12.00
2.00,1.00
7.00,6.00
2.00,1.00
30.00,26.00
4.00,2.00
4.00,2.00
21.00,1.00
9.00,1.00
35.00,25.00
77.00,66.00
3.00,2.00
3.00,2.00
3.00,1.00
7.00,6.00
9.00,8.00
27.00,17.00
12.00,7.00
14.00,7.00
3.00,1.00
4.00,2.00
2.00,1.00
3.00,1.00
3.00,1.00
3.00,1.00
4.00,1.00
4.00,1.00
3.00,1.00
3.00,1.00
6.00,4.00
3.00,1.00
3.00,2.00
4.00,2.00
3.00,2.00
3.00,1.00
3.00,2.00
10.00,8.00
4.00,2.00
5.00,1.00
5.00,1.00
7.00,4.00
3.00,1.00
2.00,0.00
12.00,9.00
4.00,1.00
4.00,2.00
3.00,1.00
6.00,4.00
2.00,1.00
28.00,20.00
2.00,1.00
2.00,1.00
4.00,3.00
8.00,4.00
8.00,6.00
5.00,2.00
9.00,7.00
7.00,5.00
3.00,2.00
5.00,3.00
3.00,1.00
3.00,2.00
8.00,5.00
5.00,2.00
3.00,2.00
3.00,2.00
5.00,3.00
2.00,1.00
3.00,2.00
5.00,3.00
5.00,3.00
5.00,4.00
108.00,68.00
31.00,17.00
15.00,7.00
6.00,2.00
10.00,4.00
4.00,2.00
5.00,1.00
3.00,1.00
2.00,1.00
4.00,2.00
4.00,2.00
1.00,1.00
3.00,3.00
15.00,9.00
3.00,1.00
3.00,3.00
10.00,1.00
3.00,1.00
45.00,25.00
4.00,1.00
3.00,2.00
4.00,1.00
3.00,2.00
2.00,1.00
16.00,15.00
2.00,1.00
5.00,4.00
31.00,31.00
2.00,1.00
2.00,1.00
6.00,3.00
5.00,2.00
110.00,70.00
5.00,1.00
5.00,5.00
4.00,2.00
5.00,3.00
23.00,18.00
27.00,8.00
8.00,5.00
15.00,11.00
16.00,16.00
4.00,1.00
7.00,3.00
13.00,3.00
2.00,1.00
2.00,1.00
2.00,1.00
5.00,4.00
5.00,2.00
7.00,4.00
3.00,1.00
17.00,21.00
16.00,18.00
18.00,17.00
6.00,9.00
4.00,3.00
4.00,2.00
5.00,2.00
701.00,647.00
7.00,4.00
8.00,7.00
22.00,20.00
15.00,12.00
9.00,7.00
10.00,7.00
1.00,3.00
226.00,176.00
177.00,146.00
759.00,703.00
1112.00,1092.00
64.00,48.00
111.00,106.00
58.00,51.00
39.00,32.00
7.00,6.00
14.00,10.00
25.00,24.00
27.00,27.00
96.00,96.00
2.00,4.00
394.00,393.00
7655.00,7287.00
3191.00,3121.00
810.00,810.00
1530.00,1391.00
977.00,938.00
946.00,967.00
638.00,613.00
299.00,298.00
32.00,45.00
12.00,11.00
4.00,4.00
2.00,1.00
2.00,2.00
6.00,4.00
11.00,9.00
4.00,4.00
3.00,3.00
7.00,7.00
1.00,1.00
8.00,8.00
1.00,1.00
2.00,2.00
1.00,1.00
6.00,5.00
6.00,11.00
3.00,3.00
1791.00,1746.00
1504.00,1406.00
7255.00,7082.00
477.00,468.00
397.00,396.00
595.00,577.00
1421.00,1297.00
2.00,3.00
149.00,141.00
1.00,2.00
25.00,22.00
1.00,4.00
66.00,57.00
314.00,318.00
173.00,170.00
71.00,73.00
33.00,29.00
4.00,0.00
3.00,3.00
4.00,5.00
2.00,1.00
142.00,134.00
29.00,30.00
2.00,2.00
50.00,30.00
37.00,20.00
25.00,10.00
7.00,4.00
19.00,19.00
3.00,1.00
9.00,6.00
930.00,965.00
2139.00,2199.00
495.00,480.00
827.00,824.00
487.00,488.00
337.00,356.00
56.00,101.00
118.00,128.00
67.00,89.00
153.00,149.00
178.00,163.00
25.00,11.00
21.00,10.00
2.00,2.00
352.00,336.00
461.00,454.00
880.00,868.00
321.00,306.00
455.00,397.00
16.00,6.00
16.00,14.00
721.00,734.00
158.00,181.00
200.00,450.00
50.00,1.00
1.00,1.00
677.00,639.00
678.00,663.00
11923.00,11540.00
1478.00,1572.00
90.00,94.00
621.00,565.00
4568.00,4408.00
2562.00,2465.00
9144.00,8878.00
1341.00,1394.00
26.00,98.00
26.00,44.00
11.00,36.00
3631.00,3517.00
242.00,234.00
1048.00,1071.00
18.00,14.00
49.00,66.00
90.00,88.00
8341.00,8101.00
661.00,634.00
46.00,64.00
3039.00,2821.00
5617.00,5435.00
7076.00,7114.00
80.00,89.00
701.00,640.00
578.00,566.00
22.00,69.00
130.00,133.00
255.00,254.00
538.00,515.00
1614.00,1397.00
2428.00,2328.00
703.00,647.00
120.00,89.00
10.00,6.00
510.00,488.00
426.00,436.00
28.00,23.00
14.00,13.00
313.00,285.00
6.00,3.00
8.00,5.00
6.00,4.00
10.00,5.00
7.00,6.00
66.00,60.00
8.00,2.00
561.00,514.00
367.00,347.00
111.00,105.00
10.00,9.00
56.00,43.00
12.00,2.00
12.00,3.00
24.00,22.00
14.00,10.00
568.00,544.00
5.00,2.00
13.00,8.00
216.00,206.00
67.00,54.00
14.00,2.00
40.00,14.00
10.00,4.00
11.00,11.00
20.00,14.00
207.00,199.00
8.00,6.00
10.00,6.00
17.00,12.00
297.00,273.00
200.00,170.00
6.00,4.00
55.00,42.00
46.00,34.00
41.00,29.00
66.00,52.00
28.00,23.00
6.00,4.00
56.00,48.00
8.00,3.00
17.00,12.00
17.00,11.00
72.00,62.00
24.00,15.00
54.00,42.00
107.00,99.00
5.00,2.00
32.00,25.00
22.00,21.00
53.00,40.00
10.00,6.00
24.00,14.00
17.00,14.00
6.00,3.00
25.00,22.00
19.00,15.00
52.00,41.00
20.00,5.00
26.00,15.00
35.00,22.00
10.00,6.00
10.00,6.00
15.00,10.00
5.00,3.00
15.00,12.00
32.00,32.00
27.00,24.00
46.00,42.00
7.00,4.00
7.00,4.00
6.00,5.00
43.00,41.00
18.00,6.00
23.00,6.00
14.00,6.00
41.00,38.00
9.00,8.00
119.00,118.00
152.00,132.00
40.00,32.00
35.00,31.00
27.00,14.00
56.00,44.00
39.00,31.00
31.00,28.00
22.00,16.00
37.00,25.00
12.00,10.00
20.00,12.00
12.00,2.00
10.00,4.00
10.00,4.00
14.00,2.00
8.00,4.00
5.00,3.00
12.00,8.00
10.00,2.00
22.00,13.00
11.00,6.00
193.00,173.00
29.00,25.00
27.00,22.00
140.00,98.00
7.00,4.00
7.00,2.00
10.00,7.00
3537.00,3082.00
3.00,2.00
193.00,163.00
26.00,14.00
66.00,57.00
30.00,23.00
17.00,11.00
12.00,9.00
31.00,23.00
14.00,10.00
14.00,10.00
5.00,2.00
6.00,4.00
4.00,1.00
5.00,2.00
16.00,12.00
9.00,6.00
342.00,326.00
151.00,141.00
10.00,7.00
12.00,7.00
10.00,7.00
12.00,8.00
18.00,14.00
8.00,5.00
33.00,28.00
9.00,6.00
13.00,11.00
10.00,8.00
241.00,210.00
32.00,26.00
157.00,142.00
25.00,23.00
41.00,39.00
10.00,3.00
4.00,2.00
13.00,11.00
8.00,3.00
77.00,60.00
11.00,6.00
64.00,34.00
11.00,2.00
17.00,13.00
852.00,768.00
21.00,20.00
34.00,29.00
15.00,7.00
16.00,10.00
58.00,29.00
24.00,18.00
40.00,37.00
8.00,4.00
30.00,24.00
3.00,2.00
13.00,10.00
8.00,4.00
15.00,11.00
29.00,24.00
26.00,16.00
23.00,16.00
7.00,5.00
5.00,4.00
9.00,8.00
51.00,46.00
27.00,23.00
21.00,13.00
5.00,5.00
5.00,3.00
172.00,158.00
68.00,56.00
26.00,19.00
10.00,7.00
17.00,16.00
5.00,2.00
39.00,33.00
12.00,10.00
604.00,531.00
84.00,79.00
34.00,34.00
39.00,35.00
80.00,64.00
5.00,2.00
5.00,1.00
17.00,15.00
6.00,1.00
15.00,9.00
4.00,1.00
8.00,7.00
12.00,8.00
43.00,33.00
10.00,9.00
17.00,14.00
24.00,22.00
13.00,11.00
19.00,16.00
9.00,5.00
2.00,1.00
12.00,8.00
14.00,8.00
8.00,2.00
25.00,19.00
49.00,48.00
7.00,2.00
16.00,8.00
17.00,13.00
61.00,55.00
24.00,20.00
11.00,8.00
6.00,2.00
56.00,53.00
33.00,28.00
12.00,7.00
8.00,4.00
5.00,2.00
5.00,1.00
4.00,2.00
5.00,2.00
107.00,87.00
13.00,3.00
18.00,2.00
10.00,6.00
15.00,8.00
12.00,4.00
6.00,6.00
13.00,12.00
4.00,1.00
11.00,11.00
5.00,3.00
4.00,4.00
9.00,7.00
14.00,8.00
11.00,6.00
10.00,8.00
10.00,7.00
7.00,3.00
6.00,2.00
40.00,40.00
6.00,2.00
6.00,2.00
5.00,3.00
10.00,1.00
7.00,4.00
11.00,9.00
17.00,15.00
4.00,1.00
13.00,8.00
4.00,2.00
4.00,1.00
8.00,1.00
25.00,13.00
4.00,1.00
9.00,1.00
37.00,28.00
35.00,11.00
90.00,70.00
11.00,6.00
9.00,1.00
15.00,12.00
15.00,13.00
8.00,7.00
11.00,9.00
6.00,5.00
13.00,9.00
9.00,5.00
7.00,2.00
19.00,19.00
14.00,12.00
7.00,3.00
10.00,10.00
4.00,2.00
6.00,3.00
7.00,1.00
25.00,19.00
10.00,8.00
12.00,9.00
11.00,6.00
10.00,7.00
12.00,5.00
119.00,114.00
14.00,8.00
13.00,10.00
14.00,12.00
21.00,4.00
10.00,1.00
12.00,9.00
10.00,7.00
5.00,4.00
18.00,12.00
8.00,4.00
52.00,40.00
5.00,4.00
11.00,10.00
116.00,119.00
12.00,10.00
6.00,7.00
70.00,78.00
4.00,3.00
2.00,2.00
7.00,6.00
85.00,85.00
46.00,49.00
17.00,18.00
80.00,86.00
75.00,60.00
94.00,67.00
61.00,58.00
16.00,7.00
107.00,91.00
4.00,7.00
12.00,14.00
2.00,7.00
16.00,13.00
153.00,157.00
4.00,4.00
2.00,3.00
3.00,4.00
6.00,6.00
6.00,6.00
6.00,6.00
1.00,1.00
15.00,16.00
16.00,15.00
9.00,11.00
12.00,15.00
4.00,2.00
1.00,1.00
4.00,1.00
5.00,7.00
4.00,2.00
3.00,1.00
8.00,10.00
1.00,2.00
1.00,2.00
6.00,11.00
1.00,3.00
1.00,1.00
3.00,2.00
3.00,1.00
6.00,5.00
1.00,3.00
1.00,1.00
1.00,2.00
2.00,1.00
18.00,18.00
16.00,34.00
1.00,1.00
2.00,2.00
2.00,3.00
171.00,153.00
29.00,40.00
6.00,47.00
5.00,14.00
265.00,232.00
35.00,34.00
1.00,10.00
30.00,47.00
26.00,39.00
16.00,56.00
18.00,35.00
33.00,34.00
1.00,6.00
13.00,35.00
3.00,10.00
5.00,3.00
7.00,9.00
132.00,128.00
2.00,1.00
43.00,43.00
3.00,2.00
10.00,3.00
12.00,11.00
5.00,5.00
6.00,4.00
1.00,4.00
1.00,1.00
23.00,22.00
7.00,8.00
1.00,0.00
862.00,817.00
22.00,22.00
6.00,3.00
25.00,22.00
11.00,18.00
12.00,16.00
2.00,7.00
6.00,3.00
62.00,54.00
4.00,8.00
73.00,70.00
429.00,453.00
134.00,113.00
6.00,4.00
10.00,10.00
10.00,10.00
11.00,11.00
3.00,4.00
4.00,5.00
6.00,6.00
4.00,4.00
4.00,2.00
4.00,3.00
10.00,7.00
2.00,4.00
7.00,8.00
4.00,6.00
8.00,9.00
4.00,5.00
633.00,601.00
4.00,3.00
3.00,2.00
4.00,1.00
7.00,5.00
1.00,1.00
28.00,33.00
6.00,5.00
2.00,1.00
105.00,106.00
4.00,5.00
2.00,3.00
34.00,34.00
10.00,11.00
37.00,33.00
3.00,3.00
7.00,2.00
15.00,13.00
5.00,6.00
47.00,43.00
4.00,4.00
96.00,92.00
4.00,5.00
20.00,25.00
293.00,277.00
6.00,2.00
1.00,1.00
14.00,10.00
162.00,156.00
27.00,25.00
11.00,10.00
6.00,4.00
3.00,2.00
35.00,39.00
24.00,24.00
93.00,91.00
157.00,149.00
29.00,30.00
7.00,6.00
8.00,8.00
3.00,5.00
19.00,16.00
34.00,24.00
2.00,1.00
10.00,6.00
15.00,14.00
48.00,43.00
108.00,112.00
16.00,8.00
4.00,5.00
16.00,20.00
13.00,10.00
1.00,1.00
1.00,1.00
5.00,6.00
17.00,16.00
11.00,24.00
15.00,21.00
23.00,21.00
27.00,28.00
3368.00,3422.00
10.00,13.00
351.00,316.00
573.00,546.00
11.00,14.00
5.00,5.00
7.00,10.00
55.00,49.00
168.00,171.00
196.00,222.00
155.00,163.00
4536.00,4464.00
12.00,8.00
2862.00,2944.00
597.00,619.00
4.00,3.00
1889.00,1774.00
36.00,33.00
61.00,53.00
141.00,138.00
122.00,84.00
12.00,10.00
30.00,29.00
1.00,3.00
3.00,1.00
1.00,6.00
2.00,2.00
13.00,13.00
5.00,10.00
7.00,9.00
117.00,122.00
207.00,160.00
210.00,186.00
48.00,43.00
73.00,64.00
140.00,127.00
46.00,36.00
43.00,30.00
24.00,17.00
18.00,14.00
12.00,16.00
42.00,42.00
6.00,7.00
18.00,15.00
82.00,64.00
60.00,56.00
27.00,20.00
25.00,26.00
538.00,519.00
2.00,3.00
100.00,84.00
159.00,155.00
295.00,298.00
6.00,5.00
3.00,4.00
175.00,193.00
315.00,331.00
67.00,73.00
16.00,9.00
99.00,85.00
153.00,133.00
305.00,288.00
5.00,5.00
60.00,39.00
73.00,105.00
23.00,20.00
6.00,9.00
1.00,5.00
3.00,7.00
2.00,5.00
16.00,16.00
21.00,43.00
41.00,67.00
19.00,11.00
21.00,8.00
10.00,10.00
1.00,1.00
77.00,81.00
15.00,13.00
278.00,267.00
4.00,7.00
2.00,5.00
4.00,9.00
313.00,309.00
10.00,1.00
39.00,35.00
44.00,42.00
16.00,13.00
23.00,22.00
3.00,6.00
7.00,2.00
920.00,899.00
25.00,24.00
6.00,8.00
310.00,320.00
5.00,5.00
4.00,6.00
7.00,7.00
5.00,5.00
4.00,4.00
10.00,11.00
2.00,2.00
69.00,63.00
7.00,8.00
24.00,24.00
33.00,32.00
50.00,45.00
61.00,56.00
1010.00,975.00
8.00,3.00
3.00,2.00
11.00,8.00
1.00,3.00
4.00,3.00
50.00,44.00
1.00,1.00
2.00,2.00
20.00,20.00
34.00,31.00
62.00,59.00
40.00,36.00
6.00,25.00
68.00,72.00
3.00,3.00
1.00,3.00
143.00,164.00
2.00,3.00
3.00,5.00
69.00,68.00
62.00,56.00
7.00,2.00
7.00,10.00
3.00,6.00
859.00,799.00
251.00,204.00
47.00,43.00
41.00,42.00
100.00,103.00
3.00,4.00
3.00,1.00
46.00,45.00
2.00,6.00
60.00,60.00
40.00,43.00
6.00,9.00
85.00,64.00
10.00,8.00
44.00,52.00
9.00,8.00
73.00,82.00
6.00,4.00
29.00,31.00
19.00,34.00
22.00,17.00
2.00,3.00
24.00,31.00
3.00,3.00
17.00,20.00
39.00,32.00
6.00,6.00
3.00,3.00
80.00,75.00
20.00,20.00
45.00,39.00
57.00,56.00
2.00,6.00
63.00,69.00
4.00,9.00
332.00,303.00
10.00,11.00
44.00,40.00
5.00,8.00
163.00,164.00
1.00,1.00
31.00,28.00
15.00,13.00
67.00,55.00
11.00,10.00
19.00,16.00
11.00,11.00
106.00,106.00
4.00,2.00
11.00,11.00
21.00,23.00
2.00,1.00
42.00,39.00
43.00,40.00
18.00,14.00
83.00,78.00
69.00,66.00
20.00,17.00
10.00,16.00
84.00,77.00
355.00,358.00
5.00,2.00
55.00,51.00
16.00,19.00
10.00,8.00
31.00,37.00
21.00,33.00
114.00,115.00
1155.00,1155.00
122.00,111.00
52.00,51.00
6.00,8.00
1.00,1.00
4.00,2.00
30.00,29.00
79.00,73.00
2.00,4.00
5.00,6.00
6.00,9.00
4.00,6.00
5.00,5.00
11.00,9.00
2.00,3.00
12.00,21.00
73.00,68.00
13.00,11.00
23.00,23.00
146.00,147.00
3.00,1.00
5.00,7.00
1.00,2.00
79.00,74.00
2.00,2.00
13.00,11.00
47.00,57.00
1.00,2.00
2.00,0.00
19.00,22.00
5.00,4.00
67.00,70.00
18.00,24.00
41.00,51.00
8.00,10.00
20.00,32.00
9.00,15.00
4.00,13.00
55.00,50.00
1.00,2.00
631.00,603.00
10.00,19.00
3.00,1.00
17.00,19.00
17.00,27.00
8.00,12.00
3.00,9.00
2.00,6.00
9.00,11.00
1.00,6.00
2.00,3.00
135.00,125.00
86.00,103.00
23.00,26.00
8.00,2.00
121.00,123.00
19.00,19.00
10.00,9.00
115.00,105.00
2.00,4.00
1.00,7.00
18.00,18.00
1.00,4.00
11.00,12.00
5.00,5.00
5.00,7.00
4.00,5.00
6.00,6.00
16.00,15.00
267.00,283.00
13.00,10.00
60.00,60.00
47.00,49.00
48.00,47.00
10.00,13.00
18.00,15.00
576.00,553.00
5.00,3.00
5.00,6.00
74.00,72.00
2.00,8.00
3.00,3.00
27.00,28.00
635.00,607.00
13.00,17.00
2.00,4.00
7.00,9.00
5.00,5.00
159.00,158.00
9.00,12.00
41.00,44.00
4.00,1.00
18.00,20.00
5.00,14.00
11.00,16.00
29.00,33.00
98.00,89.00
8.00,12.00
12.00,9.00
24.00,24.00
43.00,41.00
247.00,209.00
27.00,28.00
2.00,1.00
4.00,2.00
24.00,25.00
507.00,462.00
3.00,1.00
140.00,128.00
22.00,19.00
3.00,3.00
2.00,3.00
601.00,557.00
17.00,20.00
10.00,7.00
128.00,113.00
6.00,5.00
19.00,18.00
55.00,56.00
10.00,10.00
19.00,20.00
2.00,25.00
15.00,17.00
3.00,4.00
2.00,2.00
157.00,146.00
23.00,18.00
8.00,6.00
2.00,1.00
2.00,2.00
30.00,28.00
9.00,12.00
3.00,4.00
3.00,3.00
17.00,20.00
12.00,12.00
10.00,10.00
7.00,8.00
2.00,2.00
28.00,33.00
109.00,116.00
7.00,6.00
37.00,40.00
57.00,60.00
18.00,12.00
7.00,9.00
7.00,5.00
13.00,13.00
388.00,366.00
928.00,897.00
23.00,31.00
39.00,43.00
376.00,367.00
113.00,111.00
20.00,5.00
16.00,9.00
14.00,3.00
9.00,4.00
35.00,35.00
33.00,26.00
53.00,63.00
8.00,4.00
14.00,10.00
3.00,2.00
448.00,421.00
22.00,30.00
2.00,2.00
2.00,1.00
2.00,4.00
3.00,10.00
9.00,9.00
15.00,11.00
36.00,37.00
40.00,42.00
60.00,59.00
9.00,7.00
51.00,53.00
36.00,34.00
11.00,11.00
24.00,24.00
25.00,24.00
300.00,277.00
204.00,179.00
1796.00,1754.00
11.00,12.00
3.00,1.00
4.00,5.00
3.00,2.00
3.00,10.00
14.00,19.00
10.00,12.00
2.00,8.00
3.00,4.00
1.00,2.00
5.00,5.00
9.00,10.00
2.00,3.00
5.00,7.00
1.00,1.00
1.00,5.00
3.00,2.00
8.00,6.00
4.00,1.00
11.00,10.00
113.00,106.00
21.00,22.00
48.00,50.00
10.00,10.00
1.00,7.00
135.00,136.00
68.00,67.00
59.00,58.00
56.00,59.00
32.00,36.00
13.00,13.00
107.00,100.00
39.00,31.00
149.00,145.00
20.00,10.00
83.00,85.00
157.00,151.00
308.00,301.00
311.00,298.00
12.00,15.00
247.00,245.00
144.00,135.00
14.00,14.00
72.00,43.00
65.00,70.00
16.00,11.00
71.00,67.00
4.00,9.00
21.00,44.00
1.00,4.00
131.00,107.00
207.00,194.00
89.00,62.00
39.00,67.00
3.00,1.00
8.00,63.00
3.00,1.00
26.00,32.00
9.00,4.00
1.00,1.00
5.00,7.00
9.00,9.00
28.00,38.00
2.00,4.00
1.00,1.00
20.00,18.00
12.00,12.00
7.00,2.00
6.00,2.00
24.00,22.00
5.00,3.00
3.00,1.00
21.00,1.00
20.00,20.00
11.00,9.00
19.00,16.00
21.00,19.00
1.00,1.00
26.00,24.00
11.00,10.00
2.00,1.00
17.00,20.00
207.00,217.00
222.00,237.00
18.00,17.00
18.00,23.00
37.00,41.00
8.00,10.00
37.00,40.00
2437.00,2183.00
34.00,36.00
21.00,28.00
72.00,76.00
29.00,32.00
10.00,15.00
20.00,25.00
44.00,34.00
21.00,15.00
1.00,1.00
6.00,4.00
99.00,102.00
9.00,7.00
17.00,12.00
28.00,22.00
4.00,1.00
2.00,1.00
18.00,12.00
7.00,6.00
3.00,1.00
38.00,52.00
12.00,3.00
7.00,4.00
5.00,1.00
13.00,4.00
3.00,2.00
8.00,18.00
8.00,6.00
19.00,15.00
25.00,21.00
41.00,48.00
3.00,2.00
4.00,2.00
6.00,14.00
5.00,3.00
5.00,6.00
1.00,2.00
14.00,10.00
29.00,25.00
13.00,9.00
235.00,221.00
6.00,6.00
28.00,22.00
4.00,1.00
48.00,38.00
387.00,387.00
99.00,79.00
1025.00,965.00
36.00,32.00
69.00,60.00
52.00,44.00
118.00,119.00
167.00,158.00
1231.00,1231.00
9.00,6.00
11.00,23.00
65.00,54.00
6.00,5.00
4.00,2.00
22.00,16.00
10.00,7.00
10.00,6.00
26.00,18.00
4.00,1.00
15.00,14.00
140.00,134.00
16.00,10.00
3.00,4.00
6.00,2.00
6.00,2.00
124.00,135.00
413.00,408.00
39.00,32.00
137.00,138.00
23.00,20.00
33.00,55.00
9.00,4.00
55.00,40.00
90.00,81.00
25.00,35.00
31.00,28.00
95.00,95.00
26.00,21.00
118.00,118.00
7.00,5.00
88.00,110.00
4.00,2.00
169.00,168.00
10.00,10.00
774.00,754.00
54.00,47.00
93.00,106.00
3.00,1.00
216.00,234.00
19.00,15.00
1.00,1.00
81.00,78.00
10.00,7.00
34.00,30.00
1.00,17.00
28.00,22.00
26.00,28.00
19.00,1.00
1.00,3.00
7.00,5.00
4.00,2.00
2.00,2.00
172.00,160.00
17.00,13.00
179.00,180.00
2692.00,2574.00
26.00,45.00
242.00,197.00
49.00,77.00
197.00,177.00
31.00,36.00
17.00,17.00
24.00,19.00
11.00,12.00
28.00,24.00
32.00,26.00
10.00,7.00
44.00,34.00
30.00,29.00
22.00,17.00
171.00,148.00
270.00,248.00
2.00,5.00
199.00,182.00
9.00,12.00
27.00,17.00
1.00,4.00
6.00,1.00
15.00,19.00
10.00,3.00
78.00,100.00
8.00,1.00
28.00,13.00
173.00,151.00
571.00,547.00
8.00,6.00
7.00,9.00
5.00,2.00
22.00,20.00
11.00,10.00
57.00,40.00
21.00,19.00
7.00,6.00
10.00,7.00
4.00,7.00
27.00,17.00
3.00,1.00
15.00,9.00
21.00,13.00
52.00,52.00
34.00,24.00
1.00,1.00
24.00,20.00
2.00,3.00
15.00,7.00
15.00,9.00
41.00,21.00
37.00,22.00
21.00,18.00
22.00,11.00
211.00,193.00
2.00,2.00
34.00,30.00
68.00,66.00
32.00,26.00
5.00,6.00
9.00,7.00
64.00,76.00
116.00,116.00
12.00,6.00
323.00,311.00
22.00,20.00
135.00,125.00
13.00,10.00
10.00,10.00
9.00,7.00
148.00,161.00
11.00,7.00
8.00,11.00
9.00,8.00
12.00,11.00
22.00,17.00
1.00,5.00
923.00,784.00
5.00,6.00
8.00,2.00
158.00,148.00
5.00,3.00
3.00,1.00
100.00,93.00
23.00,19.00
412.00,398.00
16.00,13.00
109.00,112.00
23.00,20.00
4.00,5.00
7.00,2.00
28.00,32.00
2.00,1.00
2.00,1.00
55.00,61.00
3.00,2.00
77.00,102.00
9.00,6.00
10.00,7.00
12.00,19.00
3.00,1.00
111.00,113.00
14.00,11.00
54.00,54.00
3.00,1.00
8.00,6.00
11.00,7.00
19.00,14.00
30.00,26.00
48.00,40.00
1.00,3.00
6.00,1.00
54.00,47.00
33.00,33.00
2.00,1.00
72.00,73.00
68.00,69.00
6.00,2.00
3.00,2.00
3.00,1.00
117.00,119.00
3.00,3.00
831.00,833.00
19.00,20.00
5.00,3.00
6.00,2.00
1.00,1.00
14.00,6.00
2.00,2.00
5.00,2.00
5.00,5.00
13.00,7.00
10.00,5.00
16.00,16.00
5.00,2.00
503.00,502.00
7.00,4.00
7.00,9.00
3.00,2.00
6.00,5.00
4.00,2.00
41.00,44.00
7.00,5.00
30.00,32.00
6.00,2.00
71.00,72.00
174.00,162.00
58.00,43.00
13.00,4.00
18.00,16.00
15.00,13.00
13.00,9.00
4.00,1.00
202.00,163.00
15.00,7.00
21.00,15.00
2.00,2.00
22.00,13.00
26.00,21.00
17.00,18.00
10.00,13.00
41.00,39.00
6.00,6.00
22.00,23.00
80.00,67.00
79.00,71.00
5.00,1.00
481.00,489.00
193.00,184.00
101.00,98.00
83.00,88.00
8.00,6.00
6.00,7.00
10.00,2.00
9.00,5.00
13.00,9.00
40.00,27.00
6.00,3.00
40.00,34.00
13.00,10.00
6.00,5.00
3.00,1.00
4.00,4.00
3.00,1.00
16.00,16.00
7.00,1.00
19.00,16.00
71.00,58.00
11.00,18.00
4.00,3.00
7.00,17.00
19.00,18.00
6.00,3.00
11.00,5.00
15.00,15.00
15.00,10.00
37.00,49.00
13.00,10.00
297.00,312.00
7.00,2.00
37.00,44.00
9.00,7.00
5.00,15.00
8.00,4.00
28.00,35.00
8.00,6.00
225.00,214.00
5.00,2.00
7.00,8.00
7.00,5.00
7.00,7.00
10.00,3.00
118.00,111.00
8.00,3.00
37.00,41.00
8.00,2.00
55.00,55.00
5.00,4.00
1.00,3.00
9.00,6.00
8.00,4.00
6.00,7.00
2.00,1.00
2.00,3.00
5.00,7.00
5.00,1.00
4.00,4.00
10.00,4.00
433.00,384.00
5.00,2.00
2.00,2.00
11.00,5.00
3.00,15.00
4.00,1.00
5.00,3.00
5.00,9.00
7.00,3.00
47.00,47.00
32.00,26.00
10.00,12.00
121.00,140.00
23.00,19.00
11.00,11.00
16.00,16.00
11.00,12.00
14.00,17.00
4.00,2.00
24.00,21.00
21.00,14.00
48.00,53.00
3.00,1.00
1.00,2.00
2.00,2.00
13.00,12.00
6.00,3.00
5.00,4.00
19.00,16.00
12.00,11.00
2.00,3.00
42.00,35.00
3.00,5.00
22.00,20.00
37.00,23.00
124.00,128.00
11.00,9.00
234.00,213.00
14.00,12.00
24.00,22.00
6.00,4.00
138.00,124.00
7.00,5.00
1896.00,1885.00
5.00,4.00
9.00,10.00
28.00,31.00
1.00,1.00
556.00,518.00
29.00,16.00
78.00,68.00
4.00,3.00
36.00,30.00
224.00,213.00
54.00,44.00
14.00,21.00
13.00,15.00
12.00,10.00
684.00,663.00
8.00,4.00
5.00,1.00
2.00,1.00
96.00,85.00
5.00,4.00
5.00,1.00
8.00,1.00
9.00,5.00
4.00,5.00
4.00,3.00
16.00,5.00
